unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
979194,1427,Fine particles (PM 2.5),Winter mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2024,2024-01-01T00:00:00.000,5.83457178
980097,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,304,Upper West Side,2024,2024-01-01T00:00:00.000,18.2887298
980098,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,303,East Harlem,2024,2024-01-01T00:00:00.000,16.18484858
980099,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,302,Central Harlem - Morningside Heights,2024,2024-01-01T00:00:00.000,16.52182254
980100,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,301,Washington Heights,2024,2024-01-01T00:00:00.000,16.26455212
980101,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,211,Williamsburg - Bushwick,2024,2024-01-01T00:00:00.000,15.82250175
980102,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,2024,2024-01-01T00:00:00.000,12.24254166
980103,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,2024,2024-01-01T00:00:00.000,14.07524578
980104,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,208,Canarsie - Flatlands,2024,2024-01-01T00:00:00.000,12.39451621
980105,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,207,East Flatbush - Flatbush,2024,2024-01-01T00:00:00.000,14.38788376
980106,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,206,Borough Park,2024,2024-01-01T00:00:00.000,14.45318989
980107,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,205,Sunset Park,2024,2024-01-01T00:00:00.000,16.09619041
980108,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,204,East New York,2024,2024-01-01T00:00:00.000,14.57567849
980109,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,2024,2024-01-01T00:00:00.000,15.51359309
980110,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,202,Downtown - Heights - Slope,2024,2024-01-01T00:00:00.000,17.10405267
980111,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,201,Greenpoint,2024,2024-01-01T00:00:00.000,16.90893702
980112,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,104,Pelham - Throgs Neck,2024,2024-01-01T00:00:00.000,14.42951043
980113,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,103,Fordham - Bronx Pk,2024,2024-01-01T00:00:00.000,14.14232526
980114,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,102,Northeast Bronx,2024,2024-01-01T00:00:00.000,13.98252811
980115,1431,Nitrogen dioxide (NO2),Annual mean,ppb,UHF34,101,Kingsbridge - Riverdale,2024,2024-01-01T00:00:00.000,13.50595126
980116,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,403,Jackson Heights (CD3),2024,2024-01-01T00:00:00.000,20.58357781
980117,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,404,Elmhurst and Corona (CD4),2024,2024-01-01T00:00:00.000,21.35168929
980118,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,405,Ridgewood and Maspeth (CD5),2024,2024-01-01T00:00:00.000,20.92273855
980119,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,406,Rego Park and Forest Hills (CD6),2024,2024-01-01T00:00:00.000,20.79967544
980120,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,407,Flushing and Whitestone (CD7),2024,2024-01-01T00:00:00.000,19.59835762
980121,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),2024,2024-01-01T00:00:00.000,20.01589468
980122,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2024,2024-01-01T00:00:00.000,20.62176821
980123,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),2024,2024-01-01T00:00:00.000,19.39511418
980124,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,411,Bayside and Little Neck (CD11),2024,2024-01-01T00:00:00.000,19.45877873
980554,1435,Ozone (O3),Summer mean,ppb,CD,503,Tottenville and Great Kills (CD3),2024,2024-01-01T00:00:00.000,34.20650959
980553,1435,Ozone (O3),Summer mean,ppb,CD,502,South Beach and Willowbrook (CD2),2024,2024-01-01T00:00:00.000,33.43066386
980552,1435,Ozone (O3),Summer mean,ppb,CD,501,St. George and Stapleton (CD1),2024,2024-01-01T00:00:00.000,32.30501081
980551,1435,Ozone (O3),Summer mean,ppb,CD,414,Rockaway and Broad Channel (CD14),2024,2024-01-01T00:00:00.000,38.44312178
980550,1435,Ozone (O3),Summer mean,ppb,CD,413,Queens Village (CD13),2024,2024-01-01T00:00:00.000,35.87566759
980549,1435,Ozone (O3),Summer mean,ppb,CD,412,Jamaica and Hollis (CD12),2024,2024-01-01T00:00:00.000,35.49967545
980548,1435,Ozone (O3),Summer mean,ppb,CD,411,Bayside and Little Neck (CD11),2024,2024-01-01T00:00:00.000,34.07478247
980547,1435,Ozone (O3),Summer mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),2024,2024-01-01T00:00:00.000,36.06666739
980546,1435,Ozone (O3),Summer mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2024,2024-01-01T00:00:00.000,34.8744291
980545,1435,Ozone (O3),Summer mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),2024,2024-01-01T00:00:00.000,33.98658579
980544,1435,Ozone (O3),Summer mean,ppb,CD,407,Flushing and Whitestone (CD7),2024,2024-01-01T00:00:00.000,34.52479951
980543,1435,Ozone (O3),Summer mean,ppb,CD,406,Rego Park and Forest Hills (CD6),2024,2024-01-01T00:00:00.000,33.69067818
980542,1435,Ozone (O3),Summer mean,ppb,CD,405,Ridgewood and Maspeth (CD5),2024,2024-01-01T00:00:00.000,34.56599735
980541,1435,Ozone (O3),Summer mean,ppb,CD,404,Elmhurst and Corona (CD4),2024,2024-01-01T00:00:00.000,33.90433942
980540,1435,Ozone (O3),Summer mean,ppb,CD,403,Jackson Heights (CD3),2024,2024-01-01T00:00:00.000,33.99961094
980539,1435,Ozone (O3),Summer mean,ppb,CD,402,Woodside and Sunnyside (CD2),2024,2024-01-01T00:00:00.000,33.72692032
980538,1435,Ozone (O3),Summer mean,ppb,CD,401,Long Island City and Astoria (CD1),2024,2024-01-01T00:00:00.000,34.06038425
980537,1435,Ozone (O3),Summer mean,ppb,CD,318,Flatlands and Canarsie (CD18),2024,2024-01-01T00:00:00.000,36.19027256
980536,1435,Ozone (O3),Summer mean,ppb,CD,317,East Flatbush (CD17),2024,2024-01-01T00:00:00.000,34.80454314
980535,1435,Ozone (O3),Summer mean,ppb,CD,316,Brownsville (CD16),2024,2024-01-01T00:00:00.000,34.39508323
980534,1435,Ozone (O3),Summer mean,ppb,CD,315,Sheepshead Bay (CD15),2024,2024-01-01T00:00:00.000,35.80895359
980533,1435,Ozone (O3),Summer mean,ppb,CD,314,Flatbush and Midwood (CD14),2024,2024-01-01T00:00:00.000,34.07473191
980532,1435,Ozone (O3),Summer mean,ppb,CD,313,Coney Island (CD13),2024,2024-01-01T00:00:00.000,36.08947586
980531,1435,Ozone (O3),Summer mean,ppb,CD,312,Borough Park (CD12),2024,2024-01-01T00:00:00.000,33.84084666
980530,1435,Ozone (O3),Summer mean,ppb,CD,311,Bensonhurst (CD11),2024,2024-01-01T00:00:00.000,34.8146924
980529,1435,Ozone (O3),Summer mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),2024,2024-01-01T00:00:00.000,32.70528749
980528,1435,Ozone (O3),Summer mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),2024,2024-01-01T00:00:00.000,34.05633843
980527,1435,Ozone (O3),Summer mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),2024,2024-01-01T00:00:00.000,33.20748232
980526,1435,Ozone (O3),Summer mean,ppb,CD,307,Sunset Park (CD7),2024,2024-01-01T00:00:00.000,32.61248936
980525,1435,Ozone (O3),Summer mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),2024,2024-01-01T00:00:00.000,32.51458174
980524,1435,Ozone (O3),Summer mean,ppb,CD,305,East New York and Starrett City (CD5),2024,2024-01-01T00:00:00.000,35.08552659
980523,1435,Ozone (O3),Summer mean,ppb,CD,304,Bushwick (CD4),2024,2024-01-01T00:00:00.000,34.1891424
980522,1435,Ozone (O3),Summer mean,ppb,CD,303,Bedford Stuyvesant (CD3),2024,2024-01-01T00:00:00.000,33.15663983
980521,1435,Ozone (O3),Summer mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),2024,2024-01-01T00:00:00.000,31.24846561
980520,1435,Ozone (O3),Summer mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),2024,2024-01-01T00:00:00.000,33.16267437
980519,1435,Ozone (O3),Summer mean,ppb,CD,212,Williamsbridge and Baychester (CD12),2024,2024-01-01T00:00:00.000,33.78035472
980518,1435,Ozone (O3),Summer mean,ppb,CD,211,Morris Park and Bronxdale (CD11),2024,2024-01-01T00:00:00.000,34.27800156
980517,1435,Ozone (O3),Summer mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),2024,2024-01-01T00:00:00.000,34.5413638
980516,1435,Ozone (O3),Summer mean,ppb,CD,209,Parkchester and Soundview (CD9),2024,2024-01-01T00:00:00.000,33.72837192
980515,1435,Ozone (O3),Summer mean,ppb,CD,208,Riverdale and Fieldston (CD8),2024,2024-01-01T00:00:00.000,32.53121807
980514,1435,Ozone (O3),Summer mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),2024,2024-01-01T00:00:00.000,33.31107745
980513,1435,Ozone (O3),Summer mean,ppb,CD,206,Belmont and East Tremont (CD6),2024,2024-01-01T00:00:00.000,33.19831395
980512,1435,Ozone (O3),Summer mean,ppb,CD,205,Fordham and University Heights (CD5),2024,2024-01-01T00:00:00.000,32.65661558
980511,1435,Ozone (O3),Summer mean,ppb,CD,204,Highbridge and Concourse (CD4),2024,2024-01-01T00:00:00.000,32.44613579
980510,1435,Ozone (O3),Summer mean,ppb,CD,203,Morrisania and Crotona (CD3),2024,2024-01-01T00:00:00.000,33.05631361
980509,1435,Ozone (O3),Summer mean,ppb,CD,202,Hunts Point and Longwood (CD2),2024,2024-01-01T00:00:00.000,34.51590567
980508,1435,Ozone (O3),Summer mean,ppb,CD,201,Mott Haven and Melrose (CD1),2024,2024-01-01T00:00:00.000,33.12405618
980507,1435,Ozone (O3),Summer mean,ppb,CD,112,Washington Heights and Inwood (CD12),2024,2024-01-01T00:00:00.000,31.21751977
980506,1435,Ozone (O3),Summer mean,ppb,CD,111,East Harlem (CD11),2024,2024-01-01T00:00:00.000,32.11782606
980505,1435,Ozone (O3),Summer mean,ppb,CD,110,Central Harlem (CD10),2024,2024-01-01T00:00:00.000,31.96820516
980504,1435,Ozone (O3),Summer mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),2024,2024-01-01T00:00:00.000,31.43760062
980503,1435,Ozone (O3),Summer mean,ppb,CD,108,Upper East Side (CD8),2024,2024-01-01T00:00:00.000,30.77582934
980502,1435,Ozone (O3),Summer mean,ppb,CD,107,Upper West Side (CD7),2024,2024-01-01T00:00:00.000,30.17137179
980501,1435,Ozone (O3),Summer mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2024,2024-01-01T00:00:00.000,29.42423981
980500,1435,Ozone (O3),Summer mean,ppb,CD,105,Midtown (CD5),2024,2024-01-01T00:00:00.000,27.13560264
980499,1435,Ozone (O3),Summer mean,ppb,CD,104,Clinton and Chelsea (CD4),2024,2024-01-01T00:00:00.000,29.54698239
980498,1435,Ozone (O3),Summer mean,ppb,CD,103,Lower East Side and Chinatown (CD3),2024,2024-01-01T00:00:00.000,31.19203745
980497,1435,Ozone (O3),Summer mean,ppb,CD,102,Greenwich Village and Soho (CD2),2024,2024-01-01T00:00:00.000,30.12369325
980496,1435,Ozone (O3),Summer mean,ppb,CD,101,Financial District (CD1),2024,2024-01-01T00:00:00.000,29.57142138
980495,1435,Ozone (O3),Summer mean,ppb,Citywide,1,New York City,2024,2024-01-01T00:00:00.000,33.98700067
980494,1435,Ozone (O3),Summer mean,ppb,UHF34,105106107,South Bronx,2024,2024-01-01T00:00:00.000,33.35361336
980493,1435,Ozone (O3),Summer mean,ppb,Borough,1,Bronx,2024,2024-01-01T00:00:00.000,33.68310507
980492,1435,Ozone (O3),Summer mean,ppb,Borough,2,Brooklyn,2024,2024-01-01T00:00:00.000,34.21422558
980491,1435,Ozone (O3),Summer mean,ppb,Borough,3,Manhattan,2024,2024-01-01T00:00:00.000,30.4729769
980490,1435,Ozone (O3),Summer mean,ppb,Borough,4,Queens,2024,2024-01-01T00:00:00.000,34.97566335
980489,1435,Ozone (O3),Summer mean,ppb,Borough,5,Staten Island,2024,2024-01-01T00:00:00.000,33.44888288
980488,1435,Ozone (O3),Summer mean,ppb,UHF42,101,Kingsbridge - Riverdale,2024,2024-01-01T00:00:00.000,32.33001788
980487,1435,Ozone (O3),Summer mean,ppb,UHF42,102,Northeast Bronx,2024,2024-01-01T00:00:00.000,34.00544567
980486,1435,Ozone (O3),Summer mean,ppb,UHF42,103,Fordham - Bronx Pk,2024,2024-01-01T00:00:00.000,33.49945027
980485,1435,Ozone (O3),Summer mean,ppb,UHF42,104,Pelham - Throgs Neck,2024,2024-01-01T00:00:00.000,34.23931031
980484,1435,Ozone (O3),Summer mean,ppb,UHF42,105,Crotona - Tremont,2024,2024-01-01T00:00:00.000,32.73114411
980483,1435,Ozone (O3),Summer mean,ppb,UHF42,106,High Bridge - Morrisania,2024,2024-01-01T00:00:00.000,32.66951104
980482,1435,Ozone (O3),Summer mean,ppb,UHF42,107,Hunts Point - Mott Haven,2024,2024-01-01T00:00:00.000,34.26261751
980481,1435,Ozone (O3),Summer mean,ppb,UHF42,201,Greenpoint,2024,2024-01-01T00:00:00.000,32.9765732
980480,1435,Ozone (O3),Summer mean,ppb,UHF42,202,Downtown - Heights - Slope,2024,2024-01-01T00:00:00.000,31.93205725
980479,1435,Ozone (O3),Summer mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,2024,2024-01-01T00:00:00.000,33.65579212
980478,1435,Ozone (O3),Summer mean,ppb,UHF42,204,East New York,2024,2024-01-01T00:00:00.000,34.87066059
980477,1435,Ozone (O3),Summer mean,ppb,UHF42,205,Sunset Park,2024,2024-01-01T00:00:00.000,32.59966492
980476,1435,Ozone (O3),Summer mean,ppb,UHF42,206,Borough Park,2024,2024-01-01T00:00:00.000,33.93145841
980475,1435,Ozone (O3),Summer mean,ppb,UHF42,207,East Flatbush - Flatbush,2024,2024-01-01T00:00:00.000,34.4783078
980474,1435,Ozone (O3),Summer mean,ppb,UHF42,208,Canarsie - Flatlands,2024,2024-01-01T00:00:00.000,36.20961599
980473,1435,Ozone (O3),Summer mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,2024,2024-01-01T00:00:00.000,33.76291299
980472,1435,Ozone (O3),Summer mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,2024,2024-01-01T00:00:00.000,35.89674479
980471,1435,Ozone (O3),Summer mean,ppb,UHF42,211,Williamsburg - Bushwick,2024,2024-01-01T00:00:00.000,33.72747189
980470,1435,Ozone (O3),Summer mean,ppb,UHF42,301,Washington Heights,2024,2024-01-01T00:00:00.000,31.33527003
980469,1435,Ozone (O3),Summer mean,ppb,UHF42,302,Central Harlem - Morningside Heights,2024,2024-01-01T00:00:00.000,31.68161286
980468,1435,Ozone (O3),Summer mean,ppb,UHF42,303,East Harlem,2024,2024-01-01T00:00:00.000,32.19031911
980467,1435,Ozone (O3),Summer mean,ppb,UHF42,304,Upper West Side,2024,2024-01-01T00:00:00.000,30.17721976
980466,1435,Ozone (O3),Summer mean,ppb,UHF42,305,Upper East Side,2024,2024-01-01T00:00:00.000,30.81149464
980465,1435,Ozone (O3),Summer mean,ppb,UHF42,306,Chelsea - Clinton,2024,2024-01-01T00:00:00.000,28.60617692
980464,1435,Ozone (O3),Summer mean,ppb,UHF42,307,Gramercy Park - Murray Hill,2024,2024-01-01T00:00:00.000,28.50132899
980463,1435,Ozone (O3),Summer mean,ppb,UHF42,308,Greenwich Village - SoHo,2024,2024-01-01T00:00:00.000,30.13551243
980462,1435,Ozone (O3),Summer mean,ppb,UHF42,309,Union Square - Lower East Side,2024,2024-01-01T00:00:00.000,31.02401985
980461,1435,Ozone (O3),Summer mean,ppb,UHF42,310,Lower Manhattan,2024,2024-01-01T00:00:00.000,29.50178081
980460,1435,Ozone (O3),Summer mean,ppb,UHF42,401,Long Island City - Astoria,2024,2024-01-01T00:00:00.000,33.62730397
980459,1435,Ozone (O3),Summer mean,ppb,UHF42,402,West Queens,2024,2024-01-01T00:00:00.000,33.90541806
980458,1435,Ozone (O3),Summer mean,ppb,UHF42,403,Flushing - Clearview,2024,2024-01-01T00:00:00.000,34.56638806
980457,1435,Ozone (O3),Summer mean,ppb,UHF42,404,Bayside - Little Neck,2024,2024-01-01T00:00:00.000,33.82686613
980456,1435,Ozone (O3),Summer mean,ppb,UHF42,405,Ridgewood - Forest Hills,2024,2024-01-01T00:00:00.000,34.32853477
980455,1435,Ozone (O3),Summer mean,ppb,UHF42,406,Fresh Meadows,2024,2024-01-01T00:00:00.000,34.21614277
980454,1435,Ozone (O3),Summer mean,ppb,UHF42,407,Southwest Queens,2024,2024-01-01T00:00:00.000,35.60606155
980453,1435,Ozone (O3),Summer mean,ppb,UHF42,408,Jamaica,2024,2024-01-01T00:00:00.000,35.1994998
980452,1435,Ozone (O3),Summer mean,ppb,UHF42,409,Southeast Queens,2024,2024-01-01T00:00:00.000,35.74639911
980451,1435,Ozone (O3),Summer mean,ppb,UHF42,410,Rockaways,2024,2024-01-01T00:00:00.000,38.3858725
980450,1435,Ozone (O3),Summer mean,ppb,UHF42,501,Port Richmond,2024,2024-01-01T00:00:00.000,32.71644811
980449,1435,Ozone (O3),Summer mean,ppb,UHF42,502,Stapleton - St. George,2024,2024-01-01T00:00:00.000,32.38738695
980448,1435,Ozone (O3),Summer mean,ppb,UHF42,503,Willowbrook,2024,2024-01-01T00:00:00.000,33.28007848
980447,1435,Ozone (O3),Summer mean,ppb,UHF42,504,South Beach - Tottenville,2024,2024-01-01T00:00:00.000,34.19622945
980446,1435,Ozone (O3),Summer mean,ppb,UHF34,101,Kingsbridge - Riverdale,2024,2024-01-01T00:00:00.000,32.33001788
980445,1435,Ozone (O3),Summer mean,ppb,UHF34,503504,Southern SI,2024,2024-01-01T00:00:00.000,33.85679561
980444,1435,Ozone (O3),Summer mean,ppb,UHF34,501502,Northern SI,2024,2024-01-01T00:00:00.000,32.50193907
980443,1435,Ozone (O3),Summer mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,2024,2024-01-01T00:00:00.000,33.97412924
980442,1435,Ozone (O3),Summer mean,ppb,UHF34,309310,Union Square-Lower Manhattan,2024,2024-01-01T00:00:00.000,30.54602651
980441,1435,Ozone (O3),Summer mean,ppb,UHF34,306308,Chelsea-Village,2024,2024-01-01T00:00:00.000,29.11805365
980440,1435,Ozone (O3),Summer mean,ppb,UHF34,305307,Upper East Side-Gramercy,2024,2024-01-01T00:00:00.000,29.72804568
980439,1435,Ozone (O3),Summer mean,ppb,UHF34,410,Rockaways,2024,2024-01-01T00:00:00.000,38.3858725
980438,1435,Ozone (O3),Summer mean,ppb,UHF34,409,Southeast Queens,2024,2024-01-01T00:00:00.000,35.74582358
980437,1435,Ozone (O3),Summer mean,ppb,UHF34,408,Jamaica,2024,2024-01-01T00:00:00.000,35.19902756
980436,1435,Ozone (O3),Summer mean,ppb,UHF34,407,Southwest Queens,2024,2024-01-01T00:00:00.000,35.60543907
980435,1435,Ozone (O3),Summer mean,ppb,UHF34,405,Ridgewood - Forest Hills,2024,2024-01-01T00:00:00.000,34.32853477
980434,1435,Ozone (O3),Summer mean,ppb,UHF34,403,Flushing - Clearview,2024,2024-01-01T00:00:00.000,34.57578433
980433,1435,Ozone (O3),Summer mean,ppb,UHF34,402,West Queens,2024,2024-01-01T00:00:00.000,33.90541806
980432,1435,Ozone (O3),Summer mean,ppb,UHF34,401,Long Island City - Astoria,2024,2024-01-01T00:00:00.000,33.62730397
980431,1435,Ozone (O3),Summer mean,ppb,UHF34,304,Upper West Side,2024,2024-01-01T00:00:00.000,30.17709341
980430,1435,Ozone (O3),Summer mean,ppb,UHF34,303,East Harlem,2024,2024-01-01T00:00:00.000,32.19031911
980429,1435,Ozone (O3),Summer mean,ppb,UHF34,302,Central Harlem - Morningside Heights,2024,2024-01-01T00:00:00.000,31.68197668
980428,1435,Ozone (O3),Summer mean,ppb,UHF34,301,Washington Heights,2024,2024-01-01T00:00:00.000,31.3356656
980427,1435,Ozone (O3),Summer mean,ppb,UHF34,211,Williamsburg - Bushwick,2024,2024-01-01T00:00:00.000,33.72747189
980426,1435,Ozone (O3),Summer mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,2024,2024-01-01T00:00:00.000,35.89674479
980425,1435,Ozone (O3),Summer mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,2024,2024-01-01T00:00:00.000,33.76291299
980424,1435,Ozone (O3),Summer mean,ppb,UHF34,208,Canarsie - Flatlands,2024,2024-01-01T00:00:00.000,36.20961599
980423,1435,Ozone (O3),Summer mean,ppb,UHF34,207,East Flatbush - Flatbush,2024,2024-01-01T00:00:00.000,34.4783078
980422,1435,Ozone (O3),Summer mean,ppb,UHF34,206,Borough Park,2024,2024-01-01T00:00:00.000,33.93145841
980421,1435,Ozone (O3),Summer mean,ppb,UHF34,205,Sunset Park,2024,2024-01-01T00:00:00.000,32.59983669
980420,1435,Ozone (O3),Summer mean,ppb,UHF34,204,East New York,2024,2024-01-01T00:00:00.000,34.87066059
980419,1435,Ozone (O3),Summer mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,2024,2024-01-01T00:00:00.000,33.65579212
980418,1435,Ozone (O3),Summer mean,ppb,UHF34,202,Downtown - Heights - Slope,2024,2024-01-01T00:00:00.000,31.93205725
980417,1435,Ozone (O3),Summer mean,ppb,UHF34,201,Greenpoint,2024,2024-01-01T00:00:00.000,32.9765732
980416,1435,Ozone (O3),Summer mean,ppb,UHF34,104,Pelham - Throgs Neck,2024,2024-01-01T00:00:00.000,34.23931031
980415,1435,Ozone (O3),Summer mean,ppb,UHF34,103,Fordham - Bronx Pk,2024,2024-01-01T00:00:00.000,33.49945027
980414,1435,Ozone (O3),Summer mean,ppb,UHF34,102,Northeast Bronx,2024,2024-01-01T00:00:00.000,34.00543781
980413,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,402,Woodside and Sunnyside (CD2),2024,2024-01-01T00:00:00.000,21.87052971
980412,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,401,Long Island City and Astoria (CD1),2024,2024-01-01T00:00:00.000,20.67445076
980411,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,318,Flatlands and Canarsie (CD18),2024,2024-01-01T00:00:00.000,18.37318237
980410,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,317,East Flatbush (CD17),2024,2024-01-01T00:00:00.000,20.85741642
980409,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,316,Brownsville (CD16),2024,2024-01-01T00:00:00.000,21.45432692
980408,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,315,Sheepshead Bay (CD15),2024,2024-01-01T00:00:00.000,17.65989419
980407,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,314,Flatbush and Midwood (CD14),2024,2024-01-01T00:00:00.000,20.22813291
980406,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,313,Coney Island (CD13),2024,2024-01-01T00:00:00.000,17.39753613
980405,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,312,Borough Park (CD12),2024,2024-01-01T00:00:00.000,20.62092649
980404,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,311,Bensonhurst (CD11),2024,2024-01-01T00:00:00.000,19.25914484
980403,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),2024,2024-01-01T00:00:00.000,20.72541186
980402,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),2024,2024-01-01T00:00:00.000,21.37142434
980401,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),2024,2024-01-01T00:00:00.000,22.02386704
980400,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,307,Sunset Park (CD7),2024,2024-01-01T00:00:00.000,21.95981091
980399,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),2024,2024-01-01T00:00:00.000,22.04242168
980398,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,305,East New York and Starrett City (CD5),2024,2024-01-01T00:00:00.000,20.69456914
980397,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,304,Bushwick (CD4),2024,2024-01-01T00:00:00.000,21.48797621
980396,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,303,Bedford Stuyvesant (CD3),2024,2024-01-01T00:00:00.000,21.89043774
980395,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),2024,2024-01-01T00:00:00.000,23.12723523
980394,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),2024,2024-01-01T00:00:00.000,22.25310504
980393,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,212,Williamsbridge and Baychester (CD12),2024,2024-01-01T00:00:00.000,17.36685537
980392,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,211,Morris Park and Bronxdale (CD11),2024,2024-01-01T00:00:00.000,17.86067473
980391,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),2024,2024-01-01T00:00:00.000,18.49092764
980390,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,209,Parkchester and Soundview (CD9),2024,2024-01-01T00:00:00.000,19.24560059
980389,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,208,Riverdale and Fieldston (CD8),2024,2024-01-01T00:00:00.000,17.05063323
980388,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),2024,2024-01-01T00:00:00.000,18.13624743
980387,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,206,Belmont and East Tremont (CD6),2024,2024-01-01T00:00:00.000,19.14742425
980386,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,205,Fordham and University Heights (CD5),2024,2024-01-01T00:00:00.000,19.73905127
980385,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,204,Highbridge and Concourse (CD4),2024,2024-01-01T00:00:00.000,20.44467855
980384,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,203,Morrisania and Crotona (CD3),2024,2024-01-01T00:00:00.000,19.59350649
980383,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,202,Hunts Point and Longwood (CD2),2024,2024-01-01T00:00:00.000,19.82952856
980382,1433,Nitrogen dioxide (NO2),Winter mean,ppb,CD,201,Mott Haven and Melrose (CD1),2024,2024-01-01T00:00:00.000,20.71154826
